Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
South Sudan,SSD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161000000,-793000000,1035825.73,150000,-7850000,1420000,60140000,-2210000,17500000,67500000,
Sub-Saharan Africa,SSF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,829169865.2,715170932.1,695548244.7,818969138.2,1416784681,1285939858,1016639888,845894097.1,919838268.1,773361137.5,255531071.7,1545026115,1460228984,854463619.3,937809636.3,1000052323,615474971.3,1317723817,1510216500,2969625004,1161980880,2079621355,1866956380,2597446477,3577795231,3608386962,3269901241,7379460247,6019551274,8645862083,6875102121,15429352515,10872641348,13817316010,12633440521,19612013689,16436899446,29152942043,38800673906,36644010882,32809203664,42039850556,45549029979,40691802656,44279447354,44417402286,30597315084,27770707317,29081819029,27449183661,23796820237,73887377525,-5899072436
Small states,SST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,484718499.6,440511032.9,369790035.8,358677189.8,483158856.5,444935364.7,275894863.3,268234075,397901519.2,635443453.8,252750627.5,851372183.5,637916259.8,550166918.1,462476050.8,410304228.9,280147874.1,486215744,690378821.1,615010038.3,975965096.8,1602539112,2246352285,641702349.4,1866375135,3131223805,5107067127,4569676776,5051839691,5411790082,6285066786,6070540709,5471988677,8349907615,17102184477,38580630567,46218605322,64436619053,47243084162,86121034726,57273843431,61844956142,85374364422,36664251917,65556436057,41061444187,18891933991,21658117702,10516572868,67756767115,-11750499306,-12242405858,3431305981
Sao Tome and Principe,STP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,200000,-50000,0,,,-480000,,30000,320000,400000,4200000,3000000,3800000,3000000,3600000,3400000,3501000,15664000,38015839.46,36028527.82,79143388.76,15500000,50600000,32152348.55,22471527.03,12162344.82,26489982.13,27924059.14,23331087.12,34208489.03,23698321.49,24191799.51,47112184.77,59000132.74,
Suriname,SUR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-5000000,-6799999.9,3009999.9,14199999.9,7450000,1159999.9,1060000,-22600000,-13500000,-27399999.9,18100000,61700000,-11100000,81500000,-70900000,21300000,-60399999.9,-129599999.9,-171000000,-299699999.9,-76799999.9,18500000,-54299999.9,-46600000,-30199999.9,-20600000,19100000,-9199999.9,9099999.9,-61500000,-97200000,-26800000,-73599999.9,-76099999.9,-37299999.9,28000000,-163400000,-246700000,-231400000,-93400000,-255700000,145288761.2,169442185.1,186765030.6,-59673138.08,183665852.7,231666845.7,96075554.74,130960766.3,84160363.83,1039899.705,-132705617.5,-5372940.17
Slovak Republic,SVK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198834261.9,269877766.2,236132979.2,350826240,176706776.8,646612354.4,338895206.3,2183119136,1532584052,4212437461,969200518.9,4063498785,3923508331,5701436727,5058234422,4640891412,1521083444,2115832960,5431592592,1776566141,1003901609,-362908482.7,1520387926,4742874364,4225581974,2250850832,2279811254,-1141703441,970903540.8,
Slovenia,SVN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111000000,112600000,116900000,150400000,173300000,334500000,215700000,106600000,135800000,501200000,1849800000,535600000,763100000,970800000,692021551.7,1884506373,1080741792,-346971372.9,319143932.6,875946337.7,33537889.49,104022716.6,1019380613,1730147099,1446274235,1196228605,1538137615,2151537534,506269486.8,2148387880,1760260093
Sweden,SWE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,108250003.3,84100267.01,65306129.6,83963592.67,76586494.89,80215154.58,4864300.268,81453706.86,69712036.85,112469609.9,250911512.5,181117388.5,355014409,225698175.7,290015353,392953911.9,1082656171,639212993.1,1673425168,1812004571,1982424728,6350883200,-5418689.918,3704921362,6268780978,14939375567,5491883748,10271066269,23334866535,62910430888,22817836821,18217810086,18381645408,6007683416,16854649894,20782686616,22052656379,46143507533,41436553996,8960871621,625102142.5,6979353755,4273531542,1316837632,-8624292984,10254310464,15642242214,24567738771,-1368759169,16517284259,18904841096,52682010240,
Eswatini,SWZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,670000,60000,3532128.368,14469084.23,7359999.994,20009999.98,21734999.98,55461694.13,26449804.39,37033705.36,-13630304.1,-5654788.62,5016005.464,11621254.78,31115542.53,56285915.42,50583524.95,67183250.7,30108364.99,82134779.99,87306719.2,71920619.79,63262111.48,51756162.32,21715844.98,-15313929.48,152720441.7,98270489.56,90658006.19,29330084.35,92945313.17,-60190680.48,69582011.84,-45850344.68,121031132.7,37493846.24,105729374.7,65705859.52,135660413.7,98708321.72,26480002.33,81790158.4,25782635.17,31498094.37,26852077.65,-57647593.39,31130826.66,127970922,38787632.67,112865288.3,
Sint Maarten (Dutch part),SXM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48480446.93,13508379.89,47357541.9,47709497.21,27770949.72,41553072.63,64248297.04,-47915083.47,73868338.1,22167460.04,27950792.42,
Seychelles,SYC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2200000,1810000,1350000,5839999.9,1730000,4580000,6335185.215,7064934.16,6328689.099,7506481.803,9519566.795,10069846.48,10014685.8,9122965.262,9773108.986,11646628.42,14197369.67,19404469.32,23202323.48,22429117.36,20239899.2,19582923.96,9014031.003,18836123.16,30736620.72,45884323.21,28812973.89,53398677.96,53209768.43,55216733.48,24326996.84,64740256.51,47717748.07,58425540.73,38014852.1,80729739.09,140555693.5,175923646.5,179825444.2,168251661.9,159795375,143240665.1,613208776.3,57289065.62,108355443.1,105893597.2,68346743.93,197311244.1,305172393.8,257086351.8,80053481.41,111455091.6,
Syrian Arab Republic,SYR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-100000,,10000,-45000,10000,140000,100000,90000,0,40000,-40000,40000,95000,-20000,50000,15000000,20000000,22000000,27000000,30000000,40000000,54000000,57000000,109000000,251000000,100000000,89000000,80000000,82000000,263000000,270000000,110000000,115000000,160000000,275000000,500000000,659000000,1241959115,1465623386,2569548272,1469196863,804162635.3,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69533000,-69888000,16590000,22068000,42227000,26961666.6,30418888.8,28690277.7,
Chad,TCD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,600000,300000,-100000,6099999.9,13800000,20300000,26800000,21153560.04,34136051.21,-1290000,-430000,-110000,-120000,-90000,9186265.628,53650093.6,28200501.06,8162068.47,1289247.26,18739324.37,9400000,4239527.508,1960770.974,15160901.58,27074698.97,32611570.1,39466173.5,44293940.5,21696680.41,24524970.81,115172421.5,459866391.8,924119210.1,712663454.9,466793492.1,-99342519.36,-278413999.9,-321654999.9,466130999.9,374899999.9,313000000,281899999.9,579793037.4,520200751.3,-675545915.4,559642022.5,244682121,363381636.4,460890507.7,566638948,557692503.3,562165725.6,
East Asia & Pacific (IDA & IBRD countries),TEA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,417482884.6,514955384.5,533905576.7,1023388711,1164907901,1873082206,1404340315,1001681449,1135772960,924555968.9,1376936767,2273131439,2402953612,2818960513,2837398519,2948205676,3115673509,3923113338,6738494060,8353410405,10389726609,13160916720,21338095435,38802115566,45467084630,50702277672,58558294983,63348869787,59496975477,53026891035,48076240453,52320355717,63360293929,68416161819,83222215168,1.2928E+11,1.52781E+11,1.93536E+11,2.11616E+11,1.55966E+11,2.98439E+11,3.37108E+11,3.04498E+11,3.61655E+11,3.2957E+11,3.05975E+11,2.20175E+11,2.39737E+11,3.11048E+11,2.61087E+11,3.02738E+11,4.25448E+11,45968484254
Europe & Central Asia (IDA & IBRD countries),TEC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,58000000,45000000,43000000,79000000,64000000,114000000,16000000,32000000,59000000,105000000,28000000,113000000,69000000,62000000,141000000,114000000,141000000,127000000,369000000,674000000,808010000,1196900000,3178900010,5589788480,4915356874,9289933140,11461553183,17119702805,17954478221,18647203016,19359523101,20753050592,18483607546,30471387095,58560963644,66958728147,1.24863E+11,1.74523E+11,1.86511E+11,1.08434E+11,1.0845E+11,1.4074E+11,1.16319E+11,1.20936E+11,90763399715,73251158385,1.10967E+11,84689719263,71248477935,99196597204,63497870933,1.35883E+11,21599114936
Togo,TGO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,700000,4599999.9,1200000,3299999.9,-44328180.69,5212005.429,5624596.024,11258562.07,92893665.51,52585152.01,42734849.49,10193888.02,16131768.51,1443319.394,-9936912.147,16275545.97,6113092.437,7150544.289,12966335.72,9169040.444,18239596.96,6479812.947,-13109576.4,-18575900.85,-3265462.296,-7813307.22,2253923.414,12260365.78,11116162.85,15089199.25,52818330.99,72617650.89,57806307.37,45773612.37,79967681.86,96003598.21,91396741.9,62406802.63,50892371.95,46304496.13,125064101.8,728710878.4,121511565.6,183599249,54020342.35,257860036.5,-46308331.62,88558699.5,-180972714.8,345697547,-59206820,129885315,
Thailand,THA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,42802884.6,38865384.6,68610576.9,77833711.6,188288646.4,85626229.2,79117247.89,106077896.2,55653209.32,55280864.57,189859432.3,290555396.4,190868602.2,349606931.8,401019248.9,163200658,262504153.8,351932497.4,1105370110,1775449345,2443549743,2013985971,2113021867,1804040985,1366440825,2067936429,2335837475,3894755071,7314804931,6102677671,3365987583,5067170388,3341612007,5232270340,5860255943,8215637195,8917470351,8633903441,8561557725,6411458545,14746672920,2473685996,12899036063,15935960665,4975455660,8927579182,3486184390,8285169820,13747219811,5518708214,-4947474467,14640873082,
Tajikistan,TJK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000,9000000,12000000,10000000,18000000,18000000,29940400,6702899.9,23543299.9,9495400,36066400,31649700,272025100,54479300,338627400,359967400,486614340,149060550,93940670,145883670,241736370,283140730,326593810,454012320,241616267.2,185827080.7,220862232.3,212809730.7,106534792.8,84038181.46,
Turkmenistan,TKM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,79000000,103000000,233000000,108060000,107860000,62299999.9,125000000,131000000,170000000,276000000,226000000,353699999.9,418199999.9,730899999.9,856000000,1277000000,4553000000,3632300000,3391067000,3129614737,2861420712,3830131000,3042968000,2243160000,2085944135,1997297379,2129436528,1169442175,1452500000,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1340828009,1703278140,809037064.1,2137192599,1902219763,3008991839,2049134918,2914798961,3907426333,5187211569,6398280935,8558095556,6941380000,5439941667,4374111797,5993615759,4819445113,5270247037,8483525465,8138811525,8299627444,12999679453,14783890466,13827389512,28695965495,30529503183,45534436358,66553544833,72132011072,89659783223,79627171983,72663445140,51825607440,45164390709,68637372117,77703656418,78345808177,1.29606E+11,1.48481E+11,93057699139,1.70252E+11,2.09248E+11,2.13857E+11,2.01751E+11,1.92202E+11,1.7411E+11,1.67268E+11,1.60318E+11,1.73953E+11,1.5589E+11,99063804109,1.40326E+11,1.18216E+11
Timor-Leste,TLS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4519000,,908000,8478084.462,8695061.688,39697970.75,47954750.66,30332806.77,49058168.54,40382443.85,55857105.62,33905491.52,42995500,5478700,6715937.467,47925664.57,74580323.02,72378586.43,68841375,
Middle East & North Africa (IDA & IBRD countries),TMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,461010000,184730000,305939999.4,475295438.5,699810353.7,81181693.79,558269064.2,302681905.7,822526610.5,903715274,235915809.3,550770901.1,193117175.3,350708762.7,996095099.9,1432828268,1053545316,756328688.4,1554500732,1643526354,720285127.3,1158270170,2381389629,2800145545,2461917880,1071081276,1541694282,4663964698,3856224616,3426383250,5058760397,7163609491,8453500196,11240151705,10610536325,18185550613,30455832480,33637310502,35554856313,28919130630,25752879980,16389710371,22936585125,16480382118,7554492928,8974601890,13357538133,16563797615,15129481287,13794825540,10031341642,8848836853,
Tonga,TON,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,0,0,0,0,0,0,40000,50000,0,0,0,0,0,20000,20946.89127,113399.923,194192.9475,58146.12985,110538.2499,99521.42423,200289.4425,1244111.864,351311.272,2489172.175,1028451.304,284990.6248,-10526.1492,45708.5506,958145.9919,9212396.872,7628663.006,4692076.768,182273.3306,5533664.04,6005489.532,10987468.97,17583867.2,21517757.35,247006.485,4661006.003,7641551.958,-841513.9783,6269513.29,13241447.49,6349155.28,5724624.577,-5613753.358,19911276.38,1742414.095,4226388.303,258487.5674,2867487.304
South Asia (IDA & IBRD),TSA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,68390000,49409999.9,35359999.9,36809999.8,65309999.8,18329797.63,6115099.525,-14115363.2,60917584.88,148025869.5,203483499.8,254549302.9,203630700.5,72919902.62,107619291.3,258841332.4,262189950.9,411296932.1,327182328.4,487509138.3,541686874.4,390731743.5,746299992.6,1114335940,1580619702,2931339015,3512002809,4895320824,3547667680,3080367825,4367540968,5798481655,6354963508,4820712731,7477232653,10888782988,25539643966,32472490181,51156328359,39495301323,31698961379,40646167618,27781340462,33525285629,40326751703,49718769794,50932456613,46334263754,48656125367,56679175734,68956067805,49817839486,2846531273
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,829169865.2,715170932.1,695548244.7,818969138.2,1416784681,1285939858,1016639888,845894097.1,919838268.1,773361137.5,255531071.7,1545026115,1460228984,854463619.3,937809636.3,1000052323,615474971.3,1317723817,1510216500,2969625004,1161980880,2079621355,1866956380,2597446477,3577795231,3608386962,3269901241,7379460247,6019551274,8645862083,6875102121,15429352515,10872641348,13817316010,12633440521,19612013689,16436899446,29152942043,38800673906,36644010882,32809203664,42039850556,45549029979,40691802656,44279447354,44417402286,30597315084,27770707317,29081819029,27449183661,23796820237,73887377525,-5899072436
Trinidad and Tobago,TTO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,83200000,103300000,86099999.9,65599999.9,120152999.9,92957979.33,132154443.3,83541666.7,128833333.4,93833333.37,184541666.7,258083333.4,203500000.1,117708333.4,113208333.3,1183673.469,-14527777.78,33138888.89,62907317.07,148894117.6,109411764.7,169341176.5,177882352.9,379211987.1,516174947.2,298934269.1,355399933.9,999347641.8,729767481.2,643300000,679500036,834900044.6,1007800000,808300000,998100000,939700000,882700000,830000000,2800800000,709100000,549400000,41047454.46,-1904347649,-1129966026,661413505.4,176829744.9,-23598182.38,-470882577.7,-700185701.2,183972765.3,1055969148,-1094743096,
Tunisia,TUN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,16000000,23000000,33000000,58000000,28000000,45000000,109614600,93250961.87,91308657.52,49205031.34,234594450.6,295663767.4,340281452.3,184157540.9,113280412,107849549.9,64229378.64,91714057.29,60619896.73,77950464.59,77419354.84,125456831.4,525760373.9,561897566.6,432008501.8,275971451.2,238337799.3,342704714.8,650727787.7,347320280.7,750720443.6,451514809.2,790302916.6,539481939,592147521.7,712714847.3,3239909093,1515345044,2600674976,1525244858,1334497695,432666011.6,1554269129,1058622582,1024754444,970521888.7,622569482.2,810936482.8,988942901,810173457.7,592172050.1,533089200.1,
Turkiye,TUR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,58000000,45000000,43000000,79000000,64000000,114000000,10000000,27000000,34000000,75000000,18000000,95000000,55000000,46000000,113000000,99000000,125000000,115000000,354000000,663000000,715000000,810000000,844000000,678000000,608000000,885000000,722000000,805000000,940000000,783000000,982000000,3352000000,1082000000,1702000000,2785000000,10031000000,20185000000,22047000000,19851000000,8585000000,9099000000,16182000000,13744000000,13563000000,13337000000,19263000000,13835000000,11190000000,12450000000,9549000000,7700000000,13325000000,13005000000
Tuvalu,TUV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9309.819144,-9779.619002,-10973.37346,-11696.83453,-11417.1947,-10582.65237,-11053.95062,1687799.956,1751074.672,455233.534,-119087.6702,1325042.531,337000,300000,300000,300000,300000,298862,298862,100000,199431,
Tanzania,TZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3069999.9,5150000,7690000,6030000,-2060000,-870000,6559999.9,2939999.9,6120000,8019999.9,4580000,18920000,17309999.9,1520000,-8419999.9,14510000,-7490000,-470000,3759999.9,5839999.9,10000,10000,12169639.33,20457763.54,50000895.26,119936653.8,150066382,157885063.9,172306244.9,516700641.7,463400858.8,549270351.5,395567134,318401298.7,442539548.4,935520591.7,403038991.4,581511807,1383260000,952630000,1813200000,1229361018,1799646137,2087261310,1416088065,1506024896,864040000,937700000,971576866,1217235252,684887679.4,921826558.4,
Uganda,UGA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,4200000,-1200000,-11900000,5200000,1700000,2100000,2049999.9,800000,1970000,2000000,4000000,0,2020000,0,0,-4000000,0,0,4700000,-1760000,-5910000,1000000,3000000,54600000,88200000,121200000,121000000,175000000,210000000,140200000,160700000,151496150.7,184648059.2,202192593.6,295416479.8,379808340.7,644262499.9,792305780.9,728860900.7,841570802.7,543872727.3,894293858,1205388488,1096000000,1058564540,737652140.2,625704361.9,802704141,1055353353,1273609177,873769790.4,1100458611,
Ukraine,UKR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000,200000000,159000000,267000000,521000000,623000000,743000000,496000000,595000000,792000000,693000000,1424000000,1715000000,7808000000,5604000000,10193000000,10700000000,4769000000,6451000000,7207000000,8175000000,4509000000,847000000,-198000000,4128000000,3680000000,4975000000,5796000000,304000000,7954000000,
Upper middle income,UMC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2069516760,1913804457,1555310901,2304555888,3745995660,2621260091,3579109879,2738971194,3295657430,4274678235,5614057962,8843998791,7902586688,7174135191,7224605899,8066987196,7002454178,7759035758,13543781450,13773494133,16033687212,21358911165,33777643594,48958074107,66095399157,73393003653,90979941016,1.19712E+11,1.21856E+11,1.34973E+11,1.26157E+11,1.34734E+11,1.19205E+11,1.2618E+11,1.73155E+11,2.31448E+11,2.95714E+11,4.19714E+11,4.6668E+11,3.10579E+11,5.04316E+11,5.87356E+11,5.38673E+11,6.08797E+11,4.97602E+11,4.51666E+11,4.18535E+11,3.92129E+11,4.561E+11,4.0538E+11,3.84986E+11,5.99986E+11,1.54932E+11
Uruguay,URY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2129999.9,-830000,-1139999.9,1389999.9,-80000,22640000,3149999.9,66000000,128800000,215500000,289500000,48600000,-13699999.9,5599999.9,3399999.9,-7900000,37000000,50100000,46800000,37700000,41539999.9,32340000,11300000,101500000,154500000,156600000,136800000,113200000,164100000,235300000,262825000,310402928.2,179852187.8,402717369.3,352712784.3,826626704.3,1508350269,1358736506,2141969341,1602591813,2191067967,2690094197,6394069822,986930050.6,4085227627,2673041339,-515650078.4,2686509353,1726550037,1470035668,517154407.2,3649951501,
United States,USA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1220000000,770000000,1270000000,1930000000,3540000000,2310000000,2910000000,2920000000,5500000000,8050000000,16740000000,25680000000,21230000000,11500000000,25230000000,9630000000,30946000000,63235000000,56910000000,75780000000,71230000000,34550000000,30310000000,50230000000,55940000000,69080000000,97660000000,1.2215E+11,2.1115E+11,3.12449E+11,3.49125E+11,1.72496E+11,1.11055E+11,1.17106E+11,2.13641E+11,1.42344E+11,2.98463E+11,3.46613E+11,3.41092E+11,1.61083E+11,2.64039E+11,2.63497E+11,2.50345E+11,2.88131E+11,2.51856E+11,5.11434E+11,4.74388E+11,3.80823E+11,2.14715E+11,3.14744E+11,1.48912E+11,4.48324E+11,
Uzbekistan,UZB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000,48000000,73000000,-24000000,90000000,166800000,139599999.9,121200000,74700000,82799999.9,65299999.9,82599999.9,176599999.9,213491019.6,207156423.4,667503821.4,547961216.4,613093923,1662748216,1615052150,744244552.2,691576226,808675996.6,1041199291,1662886452,1798299475,624686535.5,2316482962,1728248841,2275542228,
St. Vincent and the Grenadines,VCT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,-500000,600000,1100000,500000,1500000,2100000,1400000,1800000,7370370.37,4962962.963,9111111.111,10592592.59,7666666.667,8896296.296,13900000,31400000,46914814.81,30640740.74,42644444.44,92470370.37,88951851.85,56796296.3,37744444.44,21040370.37,34048225.93,55164448.15,65686166.67,40087314.81,109112344.4,119406900,159243360,110221666.3,97218108.89,85623860.37,115402246.3,126735013,124422677.8,123879208,70524768.3,165393134.6,40008167.53,68838376.2,65244280.38,160335377.8,
"Venezuela, RB",VEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-23000000,211000000,-376000000,-84000000,-430000000,418000000,-889000000,-3000000,67000000,88000000,55000000,184000000,257000000,86000000,18000000,68000000,16000000,21000000,89000000,213000000,451000000,1916000000,629000000,372000000,801000000,996000000,2183000000,6202000000,5024000000,2932000000,4703000000,3704000000,761000000,1573000000,1489000000,2450000000,198000000,4358000000,2083000000,-1137000000,1583000000,5855000000,4986000000,2145000000,1135000000,2956000000,1587000000,-68000000,886000000,-1278000000,-456000000,-761333333.3,
British Virgin Islands,VGB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,-7730000,,800000,590000,130000,860000,-1139999.9,,2529999.9,17539999.9,1240000,16430000,-3580000,-270000,1480000,70959999.9,18350000,4860000,-131220000,675980000,677509999.9,-576710000,1109550000,3636650000,8777518710,7915398866,8073327000,3791260000,5451882000,9660121000,28309656000,-7142639000,12029088000,37163179000,52554448000,42212878000,42386824909,50788161137,61121510450,1.04805E+11,40462007210,66712741571,49022945937,39609971335,34389709123,39103361611,39619635210,39361498410,
Virgin Islands (U.S.),VIR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,70000,1820000,-890000,1030000,1250000,4089999.9,-340000,-10000,463333.3,-60000,1666666.6,17910000,13050000,131111.1,690000,-80000,40000,10363703.7,7679999.9,4070000,180000000,375190278,473945856,926303714.9,1944515936,1780400000,2395000000,2220000000,1671000000,1412000000,1298000000,1300000000,1400000000,1450000000,1610000000,1954000000,2400000000,6700000000,9579000000,7600000000,8000000000,7430000000,8368000000,8900000000,9200000000,11800000000,12600000000,14100000000,15500000000,16120000000,15800000000,15660000000,
Vanuatu,VUT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,10000,40000,2799999.9,1790000,3250000,10100000,2350000,4919999.9,4889999.9,4635500,7121000,6932931.424,5867099.903,7437905.972,4625776.267,2017424.641,12893061.84,10813576.86,9168584.205,13111196.87,25474518.48,26452893.62,25967921.31,29786175.56,31044914.67,32732115.61,30233300.36,20383379.42,13403366.62,20256089.64,18004322.08,14162544.81,18010732.39,19840843.5,13251642.41,43447011.63,34155234.68,37694497.49,32140846.43,63109398.82,61117730.9,60388540.21,59379212.8,13266163.52,31021245.77,49027744.93,39694418.36,37583468.42,37113030.35,24438741.04,41322241.5,
World,WLD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,12357585833,14020855076,14768702553,20097490761,24129828712,25843473883,20577011011,27094427077,33742874311,41951228840,53413886836,69598655388,64847077910,53073373425,59791128736,44960850725,81768788974,1.39519E+11,1.65895E+11,2.00157E+11,2.39415E+11,1.74938E+11,1.8626E+11,2.33728E+11,2.78765E+11,3.61955E+11,4.17896E+11,5.34152E+11,7.95658E+11,1.20349E+12,1.56911E+12,8.955E+11,7.51689E+11,7.372E+11,1.01065E+12,1.56265E+12,2.20401E+12,3.13373E+12,2.47535E+12,1.44728E+12,1.92798E+12,2.3732E+12,2.06025E+12,2.17599E+12,1.93708E+12,2.76249E+12,2.72585E+12,2.19365E+12,9.42638E+11,1.69877E+12,1.24071E+12,2.20123E+12,4.40291E+11
